연도,저널 약어,논문 제목,저자,저널 상세,DOI
2017,Catal. Today,Electron Shuttling Catalytic Effect of Mellitic Acid in Zero-Valent Iron Induced Oxidative Degradation,"S.-H. Kang, A. D. Bokare, Y. Park, C. H. Choi, W. Choi",282 (2017) 65-70,https://doi.org/10.1016/j.cattod.2016.03.009
2017,Catal. Today,Electrocatalytic activities of Sb-SnO2 and Bi-TiO2 anodes for water treatment: Effects of electrocatalyst composition and electrolyte,"Y.Y. Ahn, S.Y. Yang, C. Choi, W. Choi, S. Kim and H. Park",282 (2017) 57-64,https://doi.org/10.1016/j.cattod.2016.03.011
2017,Catal. Today,Poly(4-vinylphenol) as a New Stable and Metal-free Sensitizer of Titania for Visible Light Photocatalysis through Ligand-to-Metal Charge Transfer Process,"G. Zhang, C. Kim, W. Choi",281 (2017) 109-116,https://doi.org/10.1016/j.cattod.2016.06.048
2017,Appl. Catal. B: Environ.,Dual Modification of Hematite Photoanode by Sn-doping and Nb2O5 Layer for Water Oxidation,"T. H. Jeon, A. D. Bokare, D. S. Han, A. Abdel-Wahab, H. Park, W. Choi",201 (2017) 591-599,https://doi.org/10.1016/j.apcatb.2016.08.059
2016,ACS Catal.,Robust Co-Catalytic Performance of Nanodiamonds Loaded on WO3 for the Decomposition of Volatile Organic Compounds under Visible Light,"H.-i. Kim, H. Kim, S. Weon, G.-h. Moon, J.-H. Kim, W. Choi",6 (2016) 8350-8360,https://doi.org/10.1021/acscatal.6b02726
2016,Environ. Sci. Technol.,Plasmon-Enhanced Sub-Bandgap Photocatalysis via Triplet-Triplet Annihilation Upconversion for Volatile Organic Compound Degradation,"H.-i. Kim, S. Weon, H. Kang, A. L. Hagstrom, O. S. Kwon, Y.-S. Lee, W. Choi, J.-H. Kim",50 (2016) 11184-11192,https://doi.org/10.1021/acs.est.6b02729
2016,Green Chem.,Heterogeneous Photocatalytic Organic Synthesis: State-of-the-art and Future Perspectives,"D. Friedmann, A. Hakki, H. Kim, W. Choi, D. Bahnemann",18 (2016) 5391-5411,https://doi.org/10.1039/c6gc01582d
2016,Environ. Sci. Technol.,Visible Light Sensitized Production of Hydroxyl Radicals Using Fullerol as an Electron Transfer Mediator,"J. Lim, H. Kim, P. Alvarez, J. Lee, W. Choi",50 (2016) 10545-10553,https://doi.org/10.1021/acs.est.6b03250
2016,J. Mater. Chem. A,Photoelectrochemical Hydrogen Production on Silicon Microwire Arrays Overlaid with Ultrathin Titanium Nitride,"S. K. Choi, W.-S. Chae, B. Song, C.-H. Cho, J. Choi, D. S. Han, W. Choi, H. Park",4 (2016) 14008-14016,https://doi.org/10.1039/c6ta05200b
2016,Environ. Sci. Technol.,Activation of Persulfates by Graphitized Nanodiamonds for Removal of Organic Compounds,"H. Lee, H.-i. Kim, S. Weon, W. Choi, Y. S. Hwang, J. Seo, C. Lee, J.-H. Kim",50 (2016) 10134-10142,https://doi.org/10.1021/acs.est.6b02079
2016,Chem. Comm.,Selective Dual-purpose Photocatalysis for Simultaneous H2 Evolution and Mineralization of Organic Compound Enabled by Cr2O3 Barrier Layer Coated on Rh/SrTiO3,"Y.-J. Cho, G.-h. Moon, T. Kanazawa, K. Maeda, W. Choi",52 (2016) 9636 - 9639,https://doi.org/10.1039/c6cc04260k
2016,Appl. Catal. A: General,Anodic TiO2 Nanotube Layer Directly Formed on the Inner Surface of Ti Pipe for a Tubular Photocatalytic Reactor,"H.-i. Kim, D. Kim, W. Kim, Y.-C. Ha, S.-J. Sim, S. Kim, W. Choi",521 (2016) 174-181,https://doi.org/10.1016/j.apcata.2015.10.039
2016,ACS Catal.,Scaffold-Like Titanium Nitride Nanotubes with a Highly Conductive Porous Architecture as a Nanoparticle Catalyst Support for Oxygen Reduction,"H. Shin, H.-i. Kim, D. Y. Chung, J. M. Yoo, S. Weon, W. Choi, Y.-E. Sung",6 (2016) 3914-3920,https://doi.org/10.1021/acscatal.6b00384
2016,Environ. Sci. Technol.,TiO2 Nanotubes with Open Channels as Deactivation-Resistant Photocatalyst for the Degradation of Volatile Organic Compounds,"S. Weon, W. Choi",50 (2016) 2556-2563,https://doi.org/10.1021/acs.est.5b05418
2016,Environ. Sci. Technol.,Production of molecular iodine and triiodide in the frozen solution of iodide: implication for polar atmosphere,"K. Kim, A. Yabushita, M. Okumura, A. Saiz-Lopez, C. Cuevas, C. Blaszczak-Boxe, D. W. Min, H.-I. Yoon, W. Choi",50 (2016) 1280-1287,https://doi.org/10.1021/acs.est.5b05148
2016,Energy Environ. Sci.,Harnessing Low Energy Photons (635 nm) for the Production of H2O2 Using Upconversion Nanohybrid Photocatalysts,"H.-i. Kim, O. S. Kwon, S. Kim, W. Choi, J.-H. Kim",9 (2016) 1063-1073,https://doi.org/10.1039/c5ee03115j
2016,ACS Catal.,Boosting Up the Low Catalytic Activity of Silver for H2 Production on Ag/TiO2 Photocatalyst: Thiocyanate as a Selective Modifier,"Y. Choi, H.-i. Kim, G.-h. Moon, S. Jo, W. Choi",6 (2016) 821-828,https://doi.org/10.1021/acscatal.5b02376
2016,Energy Environ. Sci.,Photoinduced Charge Transfer Processes in Solar Photocatalysis Based on Modified TiO2,"H. Park, H.-i. Kim, G.-h. Moon, W. Choi",9 (2016) 411-433,https://doi.org/10.1039/c5ee02575c
2016,J. Hazard. Mater.,Bicarbonate-Induced Activation of H2O2 for Metal-free Oxidative Desulfurization,"A. D. Bokare, W. Choi",304 (2016) 313-319,https://doi.org/10.1016/j.jhazmat.2015.10.063
2016,Solar Energy Mater. Solar Cells,Fabrication of Superior α-Fe2O3 Nanorod Photoanodes through ex-situ Sn-doping for Solar Water Splitting,"A. Annamalai, P. S. Shinde, T. H. Jeon, H. H. Lee, H. G. Kim, W. Choi, J. S. Jang",144 (2016) 247-255,https://doi.org/10.1016/j.solmat.2015.09.016
2015,Environ. Sci. Technol.,Singlet Oxygen Generation in Alkaline Periodate Solution,"A. D. Bokare, W. Choi",49 (2015) 14392-14400,https://doi.org/10.1021/acs.est.5b04119
2015,Environ. Sci. Technol.,Freezing-Enhanced Dissolution of Iron Oxides: Effects of Inorganic Acid Anions,"D. Jeong, K. Kim, D. W. Min, W. Choi",49 (2015) 12816-12822,https://doi.org/10.1021/acs.est.5b04211
2015,Environ. Sci. Technol.,Enhanced Removal of Hexavalent Chromium in the Presence of H2O2 in Frozen Aqueous Solutions,"K. Kim, J. Kim, A. D. Bokare, W. Choi, H.-I. Yoon, J. Kim",49 (2015) 10937-10944,https://doi.org/10.1021/acs.est.5b02702
2015,J. Catal.,Dual Functional Photocatalysis Using Ternary Hybrid of TiO2 Modified with Graphene Oxide along with Pt and Fluoride for H2-producing Water Treatment,"Y.-J. Cho, H.-i. Kim, S. Lee, W. Choi",330 (2015) 387-395,https://doi.org/10.1016/j.jcat.2015.07.007
2015,Energy Environ. Sci.,Photosynthesis of Formate from CO2 and Water at 1% Energy Efficiency via Copper Iron Oxide Catalysis,"U. Kang, S. K. Choi, D. J. Ham, S. M. Ji, W. Choi, D. S. Han, A. Abdel-Wahab, H. Park",8 (2015) 2638-2643,https://doi.org/10.1039/c5ee01410g
2015,Appl. Catal. B: Environ.,Enhanced Photocatalytic Activity of {101}-Oriented Bipyramidal TiO2 Agglomerates through Interparticle Charge Transfer,"E.-H. Kong, J. Lim, J. H. Lee, W. Choi, H. M. Jang",176 (2015) 76-82,https://doi.org/10.1016/j.apcatb.2015.03.036
2015,J. Environ. Sci.,Weak Magnetic Field Accelerates Chromate Removal by Zero-valent Iron,"P. Feng, X. Guan, Y. Sun, W. Choi, H. Qin, J. Wang, J. Qiao, L. Li",31 (2015) 175-183,https://doi.org/10.1016/j.jes.2014.10.017
2015,Environ. Sci. Technol.,Heterogeneous Catalytic Oxidation of As(III) on Nonferrous Metal Oxides in the Presence of H2O2,"D.-h. Kim, A. D. Bokare, M. S. Koo, W. Choi",49 (2015) 3506-3513,https://doi.org/10.1021/es5056897
2015,ACS Appl. Mater. Interfaces,TiO2 Nanotube Array Photoelectrocatalyst and Ni-Sb-SnO2 Electrocatalyst Bifacial Electrodes: A New Type of Bi-functional Hybrid Platform for Water Treatment,"S. Y. Yang, W. Choi, H. Park",7 (2015) 1907-1914,https://doi.org/10.1021/am5076748
2015,J. Phys. Chem. C,To What Extent Surface Morphology Can Influence the Photoelectrochemical Performance of Au:WO3 Electrodes?,"N. Naseri, M. Qorbani, H.-i. Kim, W. Choi, A. Moshfegh",119 (2015) 1271-1279,https://doi.org/10.1021/jp507988c
2015,J. Mater. Chem. A,Squaraine-Sensitized Composite of a Reduced Graphene Oxide/TiO2 Photocatalyst: π-π Stacking as a New Method of Dye Anchoring,"K. L. V. Joseph, J. Lim, A. Anthonysamy, H.-i. Kim, W. Choi, J. K. Kim",3 (2015) 232-239,https://doi.org/10.1039/c4ta04313h
2015,Energy Environ. Sci.,N-doped TiO2 Nanotubes Coated with Thin TaOxNy Layer for Photoelectrochemical Water Splitting: Dual Bulk and Surface Modification of Photoanode,"H.-i. Kim, D. Monllor-Satoca, W. Kim, W. Choi",8 (2015) 247-257,https://doi.org/10.1039/c4ee02169j
2015,Appl. Catal. B: Environ.,Glucose-TiO2 Charge Transfer Complex-Mediated Photocatalysis under Visible Light,"G. Kim, S.-H. Lee, W. Choi",162 (2015) 463-469,https://doi.org/10.1016/j.apcatb.2014.07.027
2015,J. Ind. Eng. Chem.,LiOH-embedded Zeolite for Carbon Dioxide Capture under Ambient Conditions,"Y. Cho, J.-Y. Lee, A. D. Bokare, S.-B. Kwon, D.-S. Park, W.-S. Jung, J.-S. Choi, Y.-M. Yang, J.-Y. Lee, W. Choi",22 (2015) 350-356,https://doi.org/10.1016/j.jiec.2014.07.030
2015,Rapid Commun. Photoscience,Visible Light-induced Reduction of Cr(VI) in Cationic Micelle Solution,"H. Kyung, Y.-J. Cho, W. Choi",4 (2015) 73-75,https://doi.org/10.5857/rcp.2015.4.3.73
2014,Sci. Rep.,Inhibition of CO Poisoning on Pt Catalyst Coupled with the Reduction of Toxic Hexavalent Chromium in a Dual-Functional Fuel Cell,"D. Y. Chung, H.-i. Kim, Y.-H. Chung, M. J. Lee, S. J. Yoo, A. D. Bokare, W. Choi, Y.-E. Sung",4 (2014) 7450 [],https://doi.org/10.1038/srep07450
2014,Energy Environ. Sci.,Solar Production of H2O2 on Reduced Graphene Oxide-TiO2 Hybrid Photocatalysts Consisting of Earth-Abundant Elements Only,"G.-h. Moon, W. Kim, A. D. Bokare, N.-e. Sung, W. Choi",7 (2014) 4023-4028,https://doi.org/10.1039/c4ee02757d
2014,Angew. Chem. Int. Ed.,Molecular-Level Understanding of the Photocatalytic Activity Difference between Anatase and Rutile Nanoparticles,"W. Kim, T. Tachikawa, G.-h. Moon, T. Majima, W. Choi",53 (2014) 14036-14041,https://doi.org/10.1002/anie.201406625
2014,Electrochim. Acta,Blue TiO2 Nanotube Array as an Oxidant Generating Novel Anode Material Fabricated by Simple Cathodic Polarization,"C. Kim, S. Kim, J. Choi, J. Lee, J. S. Kang, Y.-E. Sung, J. Lee, W. Choi, J. Yoon",141 (2014) 113-119,https://doi.org/10.1016/j.electacta.2014.07.062
2014,J. Hazard. Mater.,Review of Iron-free Fenton-like Systems for Activating H2O2 in Advanced Oxidation Processes,"A. D. Bokare, W. Choi",275 (2014) 121-135,https://doi.org/10.1016/j.jhazmat.2014.04.054
2014,J. Hazard. Mater.,Oxidation of Aquatic Pollutants by Ferrous-Oxalate Complexes under Dark Aerobic Conditions,"J. Lee, J. Kim, W. Choi",274 (2014) 79-86,https://doi.org/10.1016/j.jhazmat.2014.03.056
2014,Appl. Catal. B: Environ.,Heterogeneous Photocatalytic Treatment of Pharmaceutical Micropollutants: Effects of Wastewater Effluent Matrix and Catalyst Modifications,"J. Choi, H. Lee, Y. Choi, S. Kim, S. Lee, S. Lee, W. Choi, J. Lee",147 (2014) 8-16,https://doi.org/10.1016/j.apcatb.2013.08.032
2014,Environ. Sci. Technol.,Arsenite Oxidation Initiated by the UV Photolysis of Nitrite and Nitrate,"D.-h. Kim, J. Lee, J. Ryu, K. Kim, W. Choi",48 (2014) 4030-4037,https://doi.org/10.1021/es500001q
2014,Chem. Eng. J.,Electrochromic Titania Nanotube Arrays for the Enhanced Photocatalytic Degradation of Phenol and Pharmaceutical Compounds,"Q. Zheng, H.-J. Lee, J. Lee, W. Choi, N.-B. Park, C. Lee",249 (2014) 285-292,https://doi.org/10.1016/j.cej.2014.03.111
2014,Environ. Sci. Technol. Lett.,Platinum-like Behavior of Reduced Graphene Oxide as a Cocatalyst on TiO2 for the Efficient Photocatalytic Oxidation of Arsenite,"G.-h. Moon, D.-h. Kim, H.-i. Kim, A. D. Bokare, W. Choi",1 (2014) 185-190,https://doi.org/10.1021/ez5000012
2014,Appl. Catal. B: Environ.,Visible Light Photocatalysis of Fullerol-Complexed TiO2 Enhanced by Nb Doping,"J. Lim, D. Monllor-Satoca, J. S. Jang, S. Lee, W. Choi","152-153, 233-240 (2014)",https://doi.org/10.1016/j.apcatb.2014.01.026
2014,Catal. Today,Dye Decolorization Test for the Activity Assessment of Visible Light Photocatalysts: Realities and Limitations,"S. Bae, S. Kim, S. Lee, W. Choi",224 (2014) 21-28,https://doi.org/10.1016/j.cattod.2013.12.019
2014,Energy Environ. Sci.,Visible Light Driven Photocatalysis Mediated via Ligand-to-Metal Charge Transfer (LMCT): Alternative Way of Solar Activation of Titania,"G. Zhang, G. Kim, W. Choi",7 (2014) 954-966,https://doi.org/10.1039/c3ee43147a
2014,Carbon,C60 Aminofullerene-Magnetite Nanocomposite Designed for Efficient Visible Light Photocatalysis and Magnetic recovery,"Y. Choi, Y. Ye, Y. Mackeyev, M. Cho, L. J. Wilson, J. Lee, P. J. Alvarez, W. Choi, J. Lee",69 (2014) 92-100,https://doi.org/10.1016/j.carbon.2013.11.065
2014,Water Research,Weak Magnetic Field Significantly Enhances Selenite Removal Kinetics by Zero Valent Iron,"L. Liang, W. Sun, X. Guan, Y. Huang, W. Choi, H. Bao, L. Li, Z. Jiang",49 (2014) 371-380,https://doi.org/10.1016/j.watres.2013.10.026
2014,J. Catal.,Synergic Photocatalytic Effects of Nitrogen and Niobium Co-doping in TiO2 for the Redox Conversion of Aquatic Pollutants under Visible Light,"J. Lim, P. Murugan, N. Lakshminarasimhan, J. Kim, J. Lee, S.-H. Lee, W. Choi",310 (2014) 91-99,https://doi.org/10.1016/j.jcat.2013.05.014
2014,Appl. Catal. B: Environ.,Visible Light Photocatalytic Activities of Nitrogen and Platinum-Doped TiO2: Synergistic Effects of Co-dopants,"W. Kim, T. Tachikawa, H. Kim, N. Lakshminarasimhan, P. Murugan, H. Park, T. Majima, W. Choi",147 (2014) 642-650,https://doi.org/10.1016/j.apcatb.2013.09.034
2014,J. Catal.,Graphene Oxide Embedded into TiO2 Nanofiber: Effective Hybrid Photocatalyst for Solar Conversion,H.-i. Kim; S. Kim; J.-K. Kang; W. Choi,309 (2014) 49-57,https://doi.org/10.1016/j.jcat.2013.08.028
2013,Energy Environ. Sci.,Promoting Water Photooxidation on Transparent WO3 Thin Films by an Alumina Overlayer,"W. Kim, T. Tachikawa, D. Monllor-Satoca, H.-i. Kim, T. Majima, W. Choi",6 (2013) 3732-3739,https://doi.org/10.1039/c3ee42151a
2013,New J. Chem.,"Ruthenium(II) Complexes Incorporating the Bidentate Ligand Containing an Imidazolium Moiety: Synthesis, Characterization, and Electrochemical Properties and Their Application in a Visible-light Induced Hydrogen-evolving System","H.-J. Park, W. Kim, W. Choi, Y. K. Chung",37 (2013) 3174-3182,https://doi.org/10.1039/c3nj00014a
2013,J. Mater. Chem. A,Graphitic Domain Layered Titania Nanotube Arrays for Separation and Shuttling of Solar-driven Electrons,"D. K. Lee, K. S. Han, W. H. Shin, J. W. Lee, J. H. Choi, K. M. Choi, Y. Lee, H.-i. Kim, W. Choi, J. K. Kang",1 (2013) 203-207,https://doi.org/10.1039/c2ta00558a
2013,Nanoscale,Catalytic Templating Approaches for Three-Dimensional Hollow Carbon/ Graphene Oxide Nano-Architectures,"G.-h. Moon, Y. Shin, D. Choi, B. W. Arey, G. J. Exarhos, C. Wang, W. Choi, J. Liu",5 (2013) 6291-6296,https://doi.org/10.1039/c3nr01387a
2013,Environ. Sci. Technol.,Photooxidation of Arsenite under 254 nm Irradiation with a Quantum Yield Higher than Unity,"J. Ryu, D. Monllor-Satoca, D.-h. Kim, J. Yeo, W. Choi",47 (2013) 9381-9387,https://doi.org/10.1021/es402011g
2013,Energy Environ. Sci.,TiO2 Nanodisks Designed for Li-ion Batteries: A Novel Strategy for Obtaining an Ultrathin and High Surface Area Anode Material at the Ice Interface,"G. Kim, C. Jo, W. Kim, J. Chun, S. Yoon, J. Lee, W. Choi",6 (2013) 2932-2938,https://doi.org/10.1039/c3ee41880d
2013,J. Phys. Chem. C,Strategic Modification of BiVO4 for Improving Photoelectrochemical Water Oxidation Performance,"H. W. Jeong, T. H. Jeon, J. S. Jang, W. Choi, H. Park",117 (2013) 9104-9112,https://doi.org/10.1021/jp400415m
2013,Catal. Sci. Technol.,Band Energy Levels and Compositions of CdS-based Solid Solution and Their Relation with Photocatalytic Activities,"G. Zhang, D. Monllor-Satoca, W. Choi",3 (2013) 1790-1797,https://doi.org/10.1039/c3cy00066d
2013,Phys. Chem. Chem. Phys.,Solar Water Oxidation Using Nickel-Borate Coupled BiVO4 Photoelectrodes,"S. K. Choi, W. Choi, H. Park",15 (2013) 6499-6507,https://doi.org/10.1039/c3cp00073g
2013,"J. Photochem. Photobiol., C: Photochem. Rev.",Surface Modification of TiO2 Photocatalyst for Environmental Applications,"H. Park, Y. Park, W. Kim, W. Choi",15 (2013) 1-20,https://doi.org/10.1016/j.jphotochemrev.2012.10.001
2013,Int. J. Hydrogen Energy,Implementation of Ag Nanoparticle Incorporated WO3 Thin Film Photoanode for Hydrogen Production,"N. Naseri, H. Kim, W. Choi, A. Z. Moshfegh",38 (2013) 2117-2125,https://doi.org/10.1016/j.ijhydene.2012.11.132
2013,J. Phys. Chem. Lett.,Role of Interparticle Charge Transfers in Agglomerated Photocatalyst Nanoparticles: Demonstration in Aqueous Suspension of Dye-Sensitized TiO2,"Y. Park, W. Kim, D. Monllor-Satoca, T. Tachikawa, T. Majima, W. Choi",4 (2013) 189-194,https://doi.org/10.1021/jz301881d
2012,J. Phys. Chem. Lett.,Geometric Effect of Single or Double Metal-Tipped CdSe Nanorods on Photocatalytic H2 Generation,"J. U. Bang, S. J. Lee, J. S. Jang, W. Choi, H. Song",3 (2012) 3781-3785,https://doi.org/10.1021/jz301732n
2012,J. Phys. Chem. C,Superior Electron Transport and Photocatalytic Abilities of Metal-Nanoparticle-Loaded TiO2 Superstructures,"Z. Bian, T. Tachikawa, W. Kim, W. Choi, T. Majima",116 (2012) 25444-25453,https://doi.org/10.1021/jp309683f
2012,Environ. Sci. Technol.,Enhanced Dissolution of Manganese Oxide in Ice Compared to Aqueous Phase under Illuminated and Dark Conditions,"K. Kim, H.-I. Yoon, W. Choi",46 (2012) 13160-13166,https://doi.org/10.1021/es302003z
2012,Org. Biomol. Chem.,Studies on Acedan-based Mononuclear Zinc Complexes toward Selective Fluorescent Probes for Pyrophosphate,"A. S. Rao, S. Singha, W. Choi, K. H. Ahn",10 (2012) 8410–8417,https://doi.org/10.1039/c2ob26000j
2012,Atmos. Chem. Phys.,Accelerated Dissolution of Iron Oxides in Ice,"D. Jeong, K. Kim, W. Choi",12 (2012) 11125-11133,https://doi.org/10.5194/acp-12-11125-2012
2012,Chem. Commun.,Low-Cost Sensitizer Based on Phenolic Resin for Charge-Transfer Type Photocatalyst Working under Visible Light,"G. Zhang, W. Choi",48 (2012) 10621-10623,https://doi.org/10.1039/c2cc35751h
2012,Environ. Sci. Technol.,Selective Oxidative Degradation of Organic Pollutants by Singlet Oxygen-Mediated Photosensitization: Tin Porphyrin versus C60 Aminofullerene Systems,"H. Kim, W. Kim, Y. Mackeyev, G.-S. Lee, H.-J. Kim, T. Tachikawa, S. Hong, S. Lee, J. Kim, L. J. Wilson, T. Majima, P. J. J. Alvarez, W. Choi, J. Lee",46 (2012) 9606-9613,https://doi.org/10.1021/es301775k
2012,J. Phys. Chem. C,Effect of Agglomerated State in Mesoporous TiO2 on the Morphology of Photodeposited Pt and Photocatalytic Activity,"N. Lakshminarasimhan, A. D. Bokare, W. Choi",116 (2012) 17531-17539,https://doi.org/10.1021/jp303118q
2012,Colloid Polym. Sci.,Carbon Dioxide-Assisted Fabrication of Highly Uniform Submicron-sized Colloidal Carbon Spheres via Hydrothermal Carbonization Using Soft Drink,"G.-h. Moon, Y. Shin, B. W. Arey, C. Wang, G. J. Exarhos, W. Choi, J. Liu",290 (2012) 1567-1573,https://doi.org/10.1007/s00396-012-2729-4
2012,J. Phys. Chem. C,Photocatalytic Decomposition of H2O2 on Different TiO2 Surfaces Along with the Concurrent Generation of HO2 Radicals Monitored Using Cavity Ring Down Spectroscopy,"J. Yi, C. Bahrini, C. Schoemaecker, C. Fittschen, W. Choi",116 (2012) 10090-10097,https://doi.org/10.1021/jp301405e
2012,Environ. Sci. Technol.,Concentration-Dependent Photoredox Conversion of As(III)/As(V) on Illuminated Titanium Dioxide Electrodes,"D. Monllor-Satoca, R. Gómez, W. Choi",46 (2012) 5519-5527,https://doi.org/10.1021/es203922g
2012,Small,A Strong Electronic Coupling between Graphene Nanosheets and Layered Titanate Nanoplates: A Soft-Chemical Route to Highly Porous Nanocomposites with Improved Photocatalytic Activity,"I. Y. Kim, J. M. Lee, T. W. Kim, H. N. Kim, H.-i. Kim, W. Choi, S.-J. Hwang",8 (2012) 1038-1048,https://doi.org/10.1002/smll.201101703
2012,Energy Environ. Sci.,Simultaneous Production of Hydrogen with the Degradation of Organic Pollutants Using TiO2 Photocatalyst Modified with Dual Surface Components,"J. Kim, D. Monllor-Satoca, W. Choi",5 (2012) 7647-7656,https://doi.org/10.1039/c2ee21310a
2012,Chem. Eur. J.,Photocatalytic Synthesis of Pure and Water-dispersible Graphene Monosheets,"J.-W. Jang, S. Choi, G.-H. Moon, K. Ihm, J. Y. Kim, D. H. Youn, S. Lee, Y. H. Lee, W. Choi, K.-H. Lee, J. S. Lee",18 (2012) 2762-2767,https://doi.org/10.1002/chem.201103212
2012,Energy Environ. Sci.,Nafion Layer-Enhanced Photosynthetic Conversion of CO2 into Hydrocarbons on TiO2 Nanoparticles,"W. Kim, T. Seok, W. Choi",5 (2012) 6066-6070,https://doi.org/10.1039/c2ee03338k
2012,RSC Adv.,Chemical-free Growth of Metal Nanoparticles on Graphene Oxide Sheets under Visible Light Irradiation,"G.-H. Moon, H.-I. Kim, Y. Shin, W. Choi",2 (2012) 2205-2207,https://doi.org/10.1039/c2ra00875k
2012,Green Chem.,Recyclable and Stable Ruthenium Catalyst for Free Radical Polymerization at Ambient Temperature Initiated by Visible Light Photocatalysis,"G. Zhang, I. Y. Song, T. Park, W. Choi",14 (2012) 618-621,https://doi.org/10.1039/c2gc16409d
2012,Separation and Purification Technol.,Photochemical Removal of Hexavalent Chromium through Iodide Oxidation under 254 nm Irradiation,"J. Yeo, D.-h. Kim, A. Bokare, W. Choi",91 (2012) 18-22,https://doi.org/10.1016/j.seppur.2011.08.015
2012,Int. J. Hydrogen Energy,Optimal Ag Concentration for H2 Production via Ag:TiO2 Nanocomposite Thin Film Photoanode,"N. Naseri, H. Kim, W. Choi, A. Z. Moshfegh",37 (2012) 3056-3065,https://doi.org/10.1016/j.ijhydene.2011.11.041
2012,J. Phys. Chem. C,Solar Photoconversion Using Graphene/TiO2 Composites: Nano-graphene Shell on TiO2 Core versus TiO2 Nanoparticles on Graphene Sheet,"H.-I. Kim, G.-H. Moon, D. Monllor-Satoca, Y. Park, W. Choi",116 (2012) 1535-1543,https://doi.org/10.1021/jp209035e
2012,Appl. Catal. B: Environ.,Photo-chargeable and Dischargeable TiO2 and WO3 Heterojunction Electrodes,"H. Park, A. Bak, T. H. Jeon, S. Kim, W. Choi","115-116, 74-80 (2012)",https://doi.org/10.1016/j.apcatb.2011.12.006
2011,Environ. Sci. Technol.,Photocatalytic Oxidation of Arsenite over TiO2: Is Superoxide the Main Oxidant in Normal Air-Saturated Aqueous Solutions?,"D. Monllor-Satoca, W. Choi, Comment on",45 (2011) 9816-9817,https://doi.org/10.1021/es200574h
2011,Phys. Chem. Chem. Phys.,Cobalt–Phosphate Complexes Catalyze the Photoelectrochemical Water Oxidation of BiVO4 Electrodes,"T. H. Jeon, W. Choi, H. Park",13 (2011) 21392-21401,https://doi.org/10.1039/c1cp23135a
2011,Appl. Catal. B: Environ.,Enhancing the Photoelectrochemical Performance of Hematite (-Fe2O3) Electrodes by Cadmium Incorporation,"A. Bak, W. Choi, H. Park",110 (2011) 207-215,https://doi.org/10.1016/j.apcatb.2011.09.002
2011,Environ. Sci. Technol.,Advanced Oxidation Process Based on the Cr(III)/Cr(VI) Redox Cycle,"A. Bokare, W. Choi",45 (2011) 9332-9338,https://doi.org/10.1021/es2021704
2011,Macromolecules,Free Radical Polymerization Initiated and Controlled by Visible Light Photocatalysis at Ambient Temperature,"G. Zhang, I. Y. Song, K. H. Ahn, T. Park, W. Choi",44 (2011) 7594-7599,https://doi.org/10.1021/ma201546c
2011,Langmuir,Three-Dimensional Type II ZnO/ZnSe Heterostructures and Their Visible Light Photocatalytic Activities,"S. Cho, J.-W. Jang, J. Kim, J. S. Lee, W. Choi, K.-H. Lee",27 (2011) 10243-10250,https://doi.org/10.1021/la201755w
2011,J. Hazard. Mater.,Effect of Magnetic Field on the Zero Valent Iron Induced Oxidation Reaction,"D.-h. Kim, J. Kim, W. Choi",192 (2011) 928-931,https://doi.org/10.1016/j.jhazmat.2011.05.075
2011,Appl. Catal. B: Environ.,TiO2 Modified with Both Phosphate and Platinum and Its Photocatalytic Activities,"J. Kim, W. Choi",106 (2011) 39-45,https://doi.org/10.1016/j.apcatb.2011.05.002
2011,Carbon,Photochemical Loading of Metal Nanoparticles on Reduced Graphene Oxide Sheets Using Phosphotungstate,"G.-h. Moon, Y. Park, W. Kim, W. Choi",49 (2011) 3454-3462,https://doi.org/10.1016/j.carbon.2011.04.042
2011,J. Phys. Chem. C,Enhanced Photocatalytic and Photoelectrochemical Activity in the Ternary Hybrid of CdS/TiO2/WO3 through the Cascadal Electron Transfer,"H.-I. Kim, J. Kim, W. Kim, W. Choi",115 (2011) 9797-9805,https://doi.org/10.1021/jp1122823
2011,Phys. Chem. Chem. Phys.,Exfoliated and Reorganized Graphite Oxide on Titania Nanoparticles as an Auxiliary Co-catalyst for Photocatalytic Solar Conversion,"Y. Park, S.-H. Kang, W. Choi",13 (2011) 9425-9431,https://doi.org/10.1039/c1cp20697d
2011,J. Phys. Chem. C,Photoelectrochemical and Photocatalytic Behaviors of Hematite-Decorated Titania Nanotube Arrays: Energy Level Mismatch vs. Surface Specific Reactivity,"T. H. Jeon, W. Choi, H. Park",115 (2011) 7134-7142,https://doi.org/10.1021/jp201215t
2011,J. Phys. Chem. C,Reversing CdS Preparation Order and its Effects on Photocatalytic Hydrogen Production of CdS/Pt-TiO2 Hybrids under Visible Light,"H. Park, Y. K. Kim, W. Choi",115 (2011) 6141-6148,https://doi.org/10.1021/jp2015319
2011,Appl. Catal. B: Environ.,Photocatalytic Effect of Thermal Atomic Layer Deposition of TiO2 on Stainless Steel,"H. Kang, C.-S. Lee, D.-Y. Kim, J. Kim, W. Choi, H. Kim",104 (2011) 6-11,https://doi.org/10.1016/j.apcatb.2011.03.010
